state,unemployment,year,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft
WI,3.117,1999,5250446,245.8,3.4,20.1,84.7,137.6,3050.3,488.2,2298.9,263.2
WI,3.525,2000,5363675,236.8,3.2,21.7,84.6,127.3,2972.3,469.5,2229.9,272.9
WI,4.525,2001,5405947,231,3.6,21.1,82.2,124.1,3087.8,498.1,2317.4,272.3
WI,5.375,2002,5439692,225,2.8,22.7,86.6,112.8,3028.6,513.4,2267.9,247.4
WI,5.7,2003,5474290,221.1,3.3,22,80.3,115.5,2880.4,484.9,2169.7,225.8
WI,5.025,2004,5503533,209.8,2.8,20.6,73.9,112.5,2665.7,433.4,2025.6,206.7
WI,4.742,2005,5527644,242,3.7,20.5,82.4,135.2,2669,442.3,2000,228
WI,4.742,2006,5556506,286.1,3,22.2,100.1,160.8,2821,486.6,2081.9,252.5
WI,4.9,2007,5601640,291.5,3.3,21.9,97.8,168.5,2843.9,497.9,2105.8,240.3
WI,4.908,2008,5627967,275.5,2.6,20,91.7,161.2,2762.2,487.9,2069.2,205.1
WI,8.575,2009,5654774,259.1,2.6,19.8,86.7,150,2611.8,474.2,1979.7,158
WI,8.667,2010,5691659,248.9,2.7,20.9,79.3,145.9,2508.6,468,1897.4,143.2
WI,7.758,2011,5709843,249.9,2.4,20.8,80.6,146.1,2450.4,475.8,1829.7,144.9
WI,7.042,2012,5724554,283.9,3,21.5,82,177.6,2459.2,487.9,1827.5,143.8
WI,6.725,2013,5742953,280.7,2.8,22.8,84.2,161.7,2188.7,424.1,1635.8,128.7
WI,5.392,2014,5757564,290.3,2.9,20.3,88,170.4,2088.3,368.5,1547.6,172.3
WY,3.992,1976,390000,218.2,6.9,24.9,29.2,157.2,3756.9,764.6,2750.3,242.1
WY,3.417,1977,406000,240.9,5.4,21.9,39.7,173.9,3865.8,811.6,2772.2,282
WY,3.017,1978,424000,280.4,7.1,23.6,48.1,201.7,4214.2,836.1,3035.6,342.5
WY,2.733,1979,450000,350.9,9.1,27.6,42.2,272,4473.1,863.8,3246,363.3
WY,3.842,1980,468954,392.6,6.2,28.6,44.4,313.5,4593.8,903.7,3344.9,345.2
WY,4.058,1981,492000,430.1,5.5,35.4,41.9,347.4,4701.8,961,3449.6,291.3
WY,6.2,1982,502000,304.2,9.2,27.1,34.3,233.7,4499.8,882.9,3367.1,249.8
WY,8.133,1983,514000,237.2,5.8,21.4,29.8,180.2,3776.7,705.4,2905.1,166.1
WY,6.258,1984,511000,242.1,3.3,20.9,23.1,194.7,3440.7,641.7,2645.4,153.6
WY,6.858,1985,509000,256.8,4.3,22.4,20,210,3758.3,690.6,2894.3,173.5
WY,8.883,1986,507000,293.1,5.3,21.9,22.5,243.4,4064.1,817.4,3078.1,168.6
WY,8.058,1987,490000,283.1,2,31.4,20,229.6,3748.2,717.6,2892,138.6
WY,6.467,1988,471000,314,2.5,24,15.1,272.4,3653.1,658.8,2851.8,142.5
WY,6.15,1989,475000,258.3,4.4,28.2,17.1,208.6,3630.7,631.8,2861.7,137.3
WY,5.3,1990,453588,301.4,4.9,29.5,15.9,251.1,3909.3,631,3129.3,149
WY,5.225,1991,460000,310.2,3.3,25.9,17.2,263.9,4078.7,692.2,3232,154.6
WY,5.592,1992,466000,319.5,3.6,35,18,262.9,4255.6,671,3434.1,150.4
WY,5.35,1993,470000,286.2,3.4,34.3,17.2,231.3,3876.8,643.2,3078.7,154.9
WY,4.975,1994,476000,272.5,3.4,33.6,16.6,218.9,4017.2,650.6,3204.6,162
WY,4.8,1995,480000,254.2,2.1,34.4,17.9,199.8,4066,612.1,3286.3,167.7
WY,4.933,1996,481000,249.7,3.3,29.1,20.4,196.9,4004.4,662,3203.3,139.1
WY,4.783,1997,480000,255.2,3.5,28.5,17.7,205.4,3925.6,624.6,3166.3,134.8
WY,4.7,1998,481000,247.6,4.8,27.7,16.2,199,3560.1,560.5,2860.5,139.1
WY,4.642,1999,479602,232.5,2.3,28.6,15.4,186.2,3225.2,489.8,2611.1,124.3
WY,3.908,2000,493782,266.5,2.4,32.4,14.2,217.5,3031.5,420.8,2494.6,116
WY,3.825,2001,493754,257.6,1.8,31,17,207.8,3264.8,502.5,2621.3,141
WY,4.042,2002,498830,273.4,3,29.7,18.6,222.1,3306.5,490.7,2666.8,148.9
WY,4.275,2003,502111,261.7,2.8,27.1,16.7,215.1,3315.6,520,2636.7,158.9
WY,3.808,2004,505887,229.9,2.2,22.1,13.2,192.3,3338.5,541.2,2639.3,157.9
WY,3.583,2005,508798,230,2.8,24,15.3,188.3,3158,476.8,2536,145
WY,3.175,2006,515004,253.8,2.5,29.3,14,208,2986.6,450.9,2379.6,156.1
WY,2.817,2007,522830,257.1,4,32.9,16.1,204.1,2879.1,452.3,2271.3,155.5
WY,3.05,2008,532668,249.7,2.3,34.7,16.3,196.4,2725,412.6,2174.7,137.6
WY,6.325,2009,544270,219.7,2,31.6,14.3,171.8,2616.9,399.8,2078,139.1
WY,6.458,2010,564554,197.9,1.4,28.7,13.6,154.1,2456.6,381,1970.8,104.9
WY,5.808,2011,567356,219.4,3.2,25.7,12.5,178,2269.8,328.5,1849.5,91.8
WY,5.317,2012,576626,201.3,2.4,26.7,10.6,161.6,2293,368.5,1823.2,101.3
WY,4.725,2013,583223,207.8,2.9,24.7,12.7,157.2,2196.2,335.4,1761.8,99.1
WY,4.158,2014,584153,195.5,2.7,21.6,9.1,153.9,1964.7,289.1,1572.4,103.2
